actor_logprob,actor_loss,alpha_loss,alpha_value,batch_reward,bc_actor_loss,critic_loss,critic_q1,critic_q2,critic_target_q,disc_s,disc_s_acc,disc_s_stk,disc_s_stk_acc,discriminator_acc,discriminator_loss,episode,episode_length,episode_reward,forward_buffer_size,fps,frame,latest_r,original_reward,step,success_avg,total_time
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8903568455430327,0.7967810921493124,2.0,500.0,361.651155192075,201000.0,14.181801452845612,1000,0.0,0.0,1000.0,0.0,35.256452322006226
1.032709615699714,-1637.946940673828,0.0,1.0,12.390450107574463,0.0,211999.40834375,1592.124345703125,1592.7229189453126,106117.729765625,0.003735320247709751,0.0,0.0,0.0,0.99655859375,0.6701651821136475,3.0,500.0,361.5975895680061,201500.0,34.70976111567392,1500,0.7270018889904022,7.70449241733551,1500.0,0.0,49.66162323951721
3.8318599314689634,-1779.3703376464844,0.0,1.0,13.57483391571045,0.0,49845.9308046875,1738.4837587890624,1738.679200439453,24838.0498828125,0.0006444088326534257,0.0,0.0,0.0,1.0,0.6536160646677017,4.0,500.0,363.1893758194645,202000.0,34.441974119479696,2000,0.7266795897483825,7.686227931976318,2000.0,0.0,64.1787941455841
3.198774902820587,-1806.2067302246094,0.0,1.0,14.691732089996338,0.0,27574.36125390625,1797.8176801757813,1797.7427390136718,13828.884590820313,0.00026405897282529624,0.0,0.0,0.0,1.0,0.6641323384046555,5.0,500.0,367.60496945691176,202500.0,32.333821944149925,2500,0.7354044748544692,7.689415348052979,2500.0,0.0,79.64247918128967
2.54411034822464,-1825.2805251464845,0.0,1.0,15.574418117523193,0.0,22092.12083203125,1819.0206142578124,1819.0379809570313,11030.09819921875,0.000409515231338446,0.0,0.0,0.0,1.0,0.6472158706188202,6.0,500.0,375.3483325159123,203000.0,30.6789472842666,3000,0.7509839094877243,7.672100381851196,3000.0,0.0,95.94030117988586
2.3295591912269593,-1852.1117998046875,0.0,1.0,16.220346212387085,0.0,19588.8467421875,1845.340735595703,1845.2896264648436,9740.085163574218,0.00015694058604276507,0.0,0.0,0.0,1.0,0.6616630328893661,7.0,500.0,371.8447497327023,203500.0,29.081245947190453,3500,0.7440232057571411,7.646682003974915,3500.0,0.0,113.13351440429688
2.338693417072296,-1876.716667236328,0.0,1.0,16.78796467781067,0.0,18495.99527246094,1871.6552001953125,1871.6473178710937,9231.9838359375,4.353091325901914e-05,0.0,0.0,0.0,1.0,0.6327344217300415,8.0,500.0,374.5999496053245,204000.0,34.16887808714293,4000,0.7483157923221588,7.62651060962677,4000.0,0.0,127.76671409606934
2.0026897535324095,-1903.0361025390625,0.0,1.0,17.271830657958983,0.0,18065.56737939453,1899.6491232910157,1899.6512414550782,9002.51765673828,7.134613342350349e-05,0.0,0.0,0.0,1.0,0.6371226747035981,9.0,500.0,387.7215674560103,204500.0,33.948618370333186,4500,0.7765700764656067,7.620600710868835,4500.0,0.0,142.4948546886444
1.4934071877002717,-1923.4703840332031,0.0,1.0,17.56634740829468,0.0,18094.685017578126,1921.5681853027343,1921.5477170410156,9017.92158203125,3.513960905911517e-05,0.0,0.0,0.0,1.0,0.5954701063632966,10.0,500.0,369.0520260023869,205000.0,34.14011912654254,5000,0.7372913311719894,7.599863753318787,5000.0,0.0,157.14038181304932
1.1100989842414857,-1945.9760913085938,0.0,1.0,17.667910469055176,0.0,17997.76057128906,1944.744958984375,1944.7249797363281,8967.501515625,0.19299011173293548,0.0,0.0,0.0,0.99965625,0.5426202321052551,11.0,500.0,371.6537787990569,205500.0,32.971024751804116,5500,1.001599008321762,7.575173084259033,5500.0,0.0,172.3052134513855
0.8092025547027588,-1967.0251071777343,0.0,1.0,17.69395090484619,0.0,17707.92790185547,1966.324434326172,1966.307673828125,8851.722493774414,0.00401067667726602,0.0,0.0,0.0,1.0,0.5239225804805756,12.0,500.0,352.1915146901637,206000.0,30.540636096846498,6000,0.7082925857305526,7.5642199649810795,6000.0,0.0,188.6768443584442
0.6157667859345675,-1989.5219165039061,0.0,1.0,18.00964294052124,0.0,18048.41343798828,1988.6898669433594,1988.6802243652344,9012.951176757813,5.138678765433724e-05,0.0,0.0,0.0,1.0,0.5411898863315582,13.0,500.0,356.8843434805947,206500.0,30.1226292842582,6500,0.7136943755149842,7.549452446937561,6500.0,0.0,205.2756621837616
0.6947624515146017,-2012.9441801757812,0.0,1.0,18.292025119781496,0.0,18079.69251074219,2011.8275073242187,2011.8232360839843,9040.906316162109,0.0001291365327051608,0.0,0.0,0.0,1.0,0.5485832154750824,14.0,500.0,379.5707820859505,207000.0,30.833642750109835,7000,0.7587550910711288,7.521234175682068,7000.0,0.0,221.4917163848877
0.4546328591350466,-2029.9728642578125,0.0,1.0,18.364354877471925,0.0,18611.80674267578,2030.2193762207032,2030.13028515625,9294.382489501953,5.216321454372519e-05,0.0,0.0,0.0,1.0,0.5641815444231033,15.0,500.0,399.4306135784744,207500.0,29.209958260922516,7500,0.7984933905601501,7.514464686393738,7500.0,0.0,238.60916781425476
0.29679878162551904,-2051.023645019531,0.0,1.0,18.384902336120607,0.0,18464.40252807617,2050.6081359863283,2050.5996862792967,9244.156545288086,2.530267462861957e-05,0.0,0.0,0.0,1.0,0.5976324775218964,16.0,500.0,376.3258523603776,208000.0,29.962115743536305,8000,0.7529097322225571,7.4729270143508915,8000.0,0.0,255.29690861701965
