actor_logprob,actor_loss,alpha_loss,alpha_value,batch_reward,bc_actor_loss,critic_loss,critic_q1,critic_q2,critic_target_q,disc_s,disc_s_acc,disc_s_stk,disc_s_stk_acc,discriminator_acc,discriminator_loss,episode,episode_length,episode_reward,forward_buffer_size,fps,frame,latest_r,original_reward,step,success_avg,total_time
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9597207991803278,0.8191474374444758,2.0,500.0,35.81775562938074,201000.0,12.921440324034652,1000,0.0,0.0,1000.0,0.0,38.695377588272095
1.0603806340962183,-1638.1788525390625,0.0,1.0,12.761463527679444,0.0,208279.3474921875,1593.6332231445313,1593.2256022949218,104758.480171875,0.003616408065659925,0.0,0.0,0.0,0.99851171875,0.7470673357248306,3.0,500.0,35.69818424760107,201500.0,30.035827552822344,1500,0.07502554507553577,7.715456032752991,1500.0,0.0,55.34216499328613
3.867279604434967,-1781.3290803222656,0.0,1.0,13.798112426757813,0.0,48893.274046875,1741.1978173828124,1741.122275390625,24360.73247265625,0.0006982323682750575,0.0,0.0,0.0,1.0,0.7437172825336457,4.0,500.0,35.55904241890227,202000.0,28.908589875715997,2000,0.07181663283705711,7.702316662788391,2000.0,0.0,72.63806319236755
3.510487624168396,-1805.2572731933594,0.0,1.0,14.769201036453246,0.0,27756.69806640625,1796.3140732421875,1796.1193735351562,13894.623646484375,0.00025262831125291994,0.0,0.0,0.0,1.0,0.7467111653089523,5.0,500.0,35.544428349608694,202500.0,29.38791127254124,2500,0.07134176486730576,7.670317626953125,2500.0,0.0,89.65186190605164
actor_logprob,actor_loss,alpha_loss,alpha_value,batch_reward,bc_actor_loss,critic_loss,critic_q1,critic_q2,critic_target_q,disc_s,disc_s_acc,disc_s_stk,disc_s_stk_acc,discriminator_acc,discriminator_loss,episode,episode_length,episode_reward,forward_buffer_size,fps,frame,latest_r,original_reward,step,success_avg,total_time
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9597207991803278,0.8191474374444758,2.0,500.0,35.81775562938074,201000.0,13.680411017173517,1000,0.0,0.0,1000.0,0.0,36.54860973358154
1.0603806340962183,-1638.1788525390625,0.0,1.0,12.761463527679444,0.0,208279.3474921875,1593.6332231445313,1593.2256022949218,104758.480171875,0.003616408065659925,0.0,0.0,0.0,0.99851171875,0.7470673357248306,3.0,500.0,35.69818424760107,201500.0,27.619842959187007,1500,0.07502554507553577,7.715456032752991,1500.0,0.0,54.65153765678406
actor_logprob,actor_loss,alpha_loss,alpha_value,batch_reward,bc_actor_loss,critic_loss,critic_q1,critic_q2,critic_target_q,disc_s,disc_s_acc,disc_s_stk,disc_s_stk_acc,discriminator_acc,discriminator_loss,episode,episode_length,episode_reward,forward_buffer_size,fps,frame,latest_r,original_reward,step,success_avg,total_time
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9597207991803278,0.8191474374444758,2.0,500.0,35.81775562938074,201000.0,13.307573717742427,1000,0.0,0.0,1000.0,0.0,37.572589635849
1.0603806340962183,-1638.1788525390625,0.0,1.0,12.761463527679444,0.0,208279.3474921875,1593.6332231445313,1593.2256022949218,104758.480171875,0.003616408065659925,0.0,0.0,0.0,0.99851171875,0.7470673357248306,3.0,500.0,35.69818424760107,201500.0,29.16333926931842,1500,0.07502554507553577,7.715456032752991,1500.0,0.0,54.717403173446655
